entry_time,entry_index,entry_price,prob,p_tp,p_liq,exit_time,exit_index,exit_price,pnl,win
2025-04-07T11:21:00,350616,1497.93,0.70298755,1540.1307733636365,1477.3606975909092,2025-04-07T11:38:00,350633,1477.3606975909092,-10.0,0
2025-04-07T13:07:00,350722,1512.83,0.70661634,1555.450547,1492.0560934999999,2025-04-07T13:42:00,350757,1492.0560934999999,-10.0,0
2025-04-07T13:15:00,350730,1510.0,0.692623,1552.5408181818182,1489.2649545454547,2025-04-07T13:43:00,350758,1489.2649545454547,-10.0,0
2025-04-07T13:25:00,350740,1503.74,0.70164645,1546.104456909091,1483.0909157272727,2025-04-07T13:51:00,350766,1546.104456909091,15.0,1
2025-04-07T13:29:00,350744,1502.54,0.7008458,1544.8706496363636,1481.9073939090908,2025-04-07T13:51:00,350766,1544.8706496363636,15.0,1
2025-04-07T13:30:00,350745,1499.28,0.7248956,1541.5188065454545,1478.6921596363636,2025-04-07T13:51:00,350766,1541.5188065454545,15.0,1
2025-04-07T13:31:00,350746,1511.14,0.734332,1553.7129350909092,1490.3893002727273,2025-04-07T13:43:00,350758,1490.3893002727273,-10.0,0
2025-04-07T13:32:00,350747,1506.77,0.735536,1549.2198202727272,1486.0793083181818,2025-04-07T13:52:00,350767,1549.2198202727272,15.0,1
2025-04-07T13:33:00,350748,1510.93,0.71822447,1553.497018818182,1490.1821839545455,2025-04-07T13:43:00,350758,1490.1821839545455,-10.0,0
2025-04-07T13:34:00,350749,1509.63,0.7335246,1552.1603942727274,1488.9000353181818,2025-04-07T13:43:00,350758,1488.9000353181818,-10.0,0
2025-04-07T13:35:00,350750,1501.52,0.7244806,1543.8219134545454,1480.9014003636364,2025-04-07T13:51:00,350766,1543.8219134545454,15.0,1
2025-04-07T13:36:00,350751,1495.8,0.7751342,1537.9407654545455,1475.2599463636363,2025-04-07T13:51:00,350766,1537.9407654545455,15.0,1
2025-04-07T13:37:00,350752,1498.64,0.7640857,1540.860776,1478.060948,2025-04-07T13:51:00,350766,1540.860776,15.0,1
2025-04-07T13:38:00,350753,1494.39,0.73164946,1536.491041909091,1473.8693082272728,2025-04-07T13:51:00,350766,1536.491041909091,15.0,1
2025-04-07T13:39:00,350754,1500.33,0.7012753,1542.598387909091,1479.7277412272726,2025-04-07T13:51:00,350766,1542.598387909091,15.0,1
2025-04-07T13:40:00,350755,1496.34,0.78401357,1538.4959787272726,1475.792531181818,2025-04-07T13:51:00,350766,1538.4959787272726,15.0,1
2025-04-07T13:41:00,350756,1495.82,0.7200719,1537.9613289090908,1475.2796717272727,2025-04-07T13:51:00,350766,1537.9613289090908,15.0,1
2025-04-07T13:50:00,350765,1518.4,0.7313478,1561.1774690909092,1497.5496072727274,2025-04-07T14:10:00,350785,1561.1774690909092,15.0,1
2025-04-07T13:52:00,350767,1538.01,0.69578797,1581.3399362727273,1516.890326318182,2025-04-07T14:11:00,350786,1581.3399362727273,15.0,1
2025-04-07T21:18:00,351213,1569.01,0.69685894,1613.2132908181818,1547.4646399545454,2025-04-08T00:30:00,351405,1547.4646399545454,-10.0,0
2025-04-07T23:01:00,351316,1576.71,0.697518,1621.130220818182,1555.0589049545456,2025-04-07T23:42:00,351357,1555.0589049545456,-10.0,0
2025-04-07T23:04:00,351319,1577.61,0.7445947,1622.0555762727272,1555.9465463181816,2025-04-07T23:42:00,351357,1555.9465463181816,-10.0,0
2025-04-07T23:05:00,351320,1576.68,0.74750626,1621.0993756363637,1555.029316909091,2025-04-07T23:42:00,351357,1555.029316909091,-10.0,0
2025-04-07T23:06:00,351321,1576.11,0.74528605,1620.5133171818181,1554.4671440454545,2025-04-07T23:55:00,351370,1554.4671440454545,-10.0,0
2025-04-08T13:39:00,352194,1563.11,0.7142623,1607.1470717272725,1541.6456576818182,2025-04-08T14:50:00,352265,1541.6456576818182,-10.0,0
2025-04-08T14:05:00,352220,1579.9,0.7322622,1624.4100918181819,1558.2051004545456,2025-04-08T14:25:00,352240,1558.2051004545456,-10.0,0
2025-04-08T16:41:00,352376,1494.69,0.7054224,1536.7994937272729,1474.1651886818183,2025-04-08T17:11:00,352406,1474.1651886818183,-10.0,0
2025-04-08T16:42:00,352377,1490.88,0.693021,1532.8821556363637,1470.4075069090911,2025-04-08T17:12:00,352407,1470.4075069090911,-10.0,0
2025-04-08T16:43:00,352378,1494.56,0.7087154,1536.6658312727272,1474.0369738181817,2025-04-08T17:11:00,352406,1474.0369738181817,-10.0,0
2025-04-08T18:34:00,352489,1485.83,0.69185585,1527.6898833636362,1465.426852590909,2025-04-08T19:12:00,352527,1465.426852590909,-10.0,0
2025-04-08T18:43:00,352498,1477.19,0.7030631,1518.806471,1456.9054955000001,2025-04-08T19:36:00,352551,1456.9054955000001,-10.0,0
2025-04-08T18:45:00,352500,1478.11,0.68785864,1519.7523899090909,1457.8128622272727,2025-04-08T19:35:00,352550,1457.8128622272727,-10.0,0
2025-04-08T19:12:00,352527,1462.58,0.7251505,1503.7848674545453,1442.4961173636364,2025-04-08T22:21:00,352716,1442.4961173636364,-10.0,0
2025-04-08T21:18:00,352653,1470.26,0.7255662,1511.681234,1450.070657,2025-04-08T22:20:00,352715,1450.070657,-10.0,0
2025-04-09T00:06:00,352821,1474.17,0.7029178,1515.7013893636365,1453.9269655909093,2025-04-09T01:09:00,352884,1453.9269655909093,-10.0,0
2025-04-09T00:07:00,352822,1472.19,0.69771093,1513.6656073636364,1451.9741545909092,2025-04-09T01:09:00,352884,1451.9741545909092,-10.0,0
2025-04-09T00:08:00,352823,1467.73,0.78663146,1509.079957,1447.5753985000001,2025-04-09T01:09:00,352884,1447.5753985000001,-10.0,0
2025-04-09T00:09:00,352824,1473.03,0.71449125,1514.5292724545454,1452.8026198636364,2025-04-09T01:09:00,352884,1452.8026198636364,-10.0,0
2025-04-09T00:10:00,352825,1473.13,0.75963444,1514.6320897272728,1452.9012466818183,2025-04-09T01:09:00,352884,1452.9012466818183,-10.0,0
2025-04-09T01:10:00,352885,1444.48,0.71288866,1485.1749410909092,1424.6446632727273,2025-04-09T01:13:00,352888,1424.6446632727273,-10.0,0
2025-04-09T01:23:00,352898,1402.68,0.6869143,1442.197321090909,1383.4186532727274,2025-04-09T02:00:00,352935,1442.197321090909,15.0,1
2025-04-09T01:26:00,352901,1398.77,0.7100445,1438.1771657272727,1379.562344681818,2025-04-09T01:50:00,352925,1438.1771657272727,15.0,1
2025-04-09T01:27:00,352902,1387.79,0.69699,1426.8878291818182,1368.7331200454546,2025-04-09T01:38:00,352913,1426.8878291818182,15.0,1
2025-04-09T01:29:00,352904,1396.81,0.70625293,1436.161947181818,1377.6292590454545,2025-04-09T01:50:00,352925,1436.161947181818,15.0,1
2025-04-09T03:42:00,353037,1408.09,0.8053521,1447.7597355454545,1388.7543641363636,2025-04-09T04:38:00,353093,1447.7597355454545,15.0,1
2025-04-09T03:43:00,353038,1412.12,0.7389241,1451.9032716363636,1392.7290249090909,2025-04-09T05:11:00,353126,1451.9032716363636,15.0,1
2025-04-09T03:49:00,353044,1412.7,0.7271818,1452.4996118181818,1393.3010604545454,2025-04-09T05:11:00,353126,1452.4996118181818,15.0,1
2025-04-09T04:48:00,353103,1446.08,0.69251364,1486.8200174545455,1426.2226923636363,2025-04-09T07:34:00,353269,1486.8200174545455,15.0,1
2025-04-09T04:49:00,353104,1444.09,0.718396,1484.7739537272726,1424.260018681818,2025-04-09T07:34:00,353269,1484.7739537272726,15.0,1
2025-04-09T04:50:00,353105,1444.26,0.69461316,1484.9487430909091,1424.4276842727272,2025-04-09T07:34:00,353269,1484.9487430909091,15.0,1
2025-04-09T04:51:00,353106,1441.12,0.76036984,1481.7202807272727,1421.3308021818182,2025-04-09T07:32:00,353267,1481.7202807272727,15.0,1
2025-04-09T04:52:00,353107,1441.41,0.729529,1482.018450818182,1421.6168199545455,2025-04-09T07:32:00,353267,1482.018450818182,15.0,1
2025-04-09T04:53:00,353108,1441.5,0.70246804,1482.1109863636364,1421.705584090909,2025-04-09T07:32:00,353267,1482.1109863636364,15.0,1
2025-04-09T04:54:00,353109,1440.89,0.7350462,1481.483801,1421.1039605,2025-04-09T07:32:00,353267,1481.483801,15.0,1
2025-04-09T04:55:00,353110,1438.92,0.751952,1479.458300727273,1419.1610121818183,2025-04-09T07:04:00,353239,1479.458300727273,15.0,1
2025-04-09T04:56:00,353111,1438.62,0.70377463,1479.149848909091,1418.8651317272727,2025-04-09T07:04:00,353239,1479.149848909091,15.0,1
2025-04-09T05:06:00,353121,1441.09,0.6842676,1481.6894355454544,1421.3012141363636,2025-04-09T07:32:00,353267,1481.6894355454544,15.0,1
2025-04-09T06:26:00,353201,1464.22,0.698715,1505.4710707272727,1444.1135971818182,2025-04-09T11:40:00,353515,1444.1135971818182,-10.0,0
2025-04-09T06:33:00,353208,1463.42,0.71125567,1504.6485325454546,1443.3245826363636,2025-04-09T12:31:00,353566,1443.3245826363636,-10.0,0
2025-04-09T06:34:00,353209,1463.58,0.73960954,1504.813040181818,1443.4823855454545,2025-04-09T12:31:00,353566,1443.4823855454545,-10.0,0
2025-04-09T06:35:00,353210,1462.51,0.73832405,1503.7128953636363,1442.427078590909,2025-04-09T12:31:00,353566,1442.427078590909,-10.0,0
2025-04-09T06:36:00,353211,1464.0,0.7289171,1505.2448727272727,1443.8966181818182,2025-04-09T12:31:00,353566,1443.8966181818182,-10.0,0
2025-04-09T08:15:00,353310,1474.51,0.6982915,1516.050968090909,1454.2622967727273,2025-04-09T11:05:00,353480,1454.2622967727273,-10.0,0
2025-04-09T08:22:00,353317,1480.89,0.707357,1522.6107100909092,1460.5546877727274,2025-04-09T11:02:00,353477,1460.5546877727274,-10.0,0
2025-04-09T08:24:00,353319,1483.46,0.6975327,1525.253114,1463.089397,2025-04-09T11:02:00,353477,1463.089397,-10.0,0
2025-04-09T08:25:00,353320,1484.51,0.68582237,1526.3326953636363,1464.124978590909,2025-04-09T11:02:00,353477,1464.124978590909,-10.0,0
2025-04-09T08:26:00,353321,1484.58,0.73011684,1526.4046674545455,1464.1940173636362,2025-04-09T11:02:00,353477,1464.1940173636362,-10.0,0
2025-04-09T10:19:00,353434,1482.0,0.7377829,1523.7519818181818,1461.6494454545455,2025-04-09T11:02:00,353477,1461.6494454545455,-10.0,0
2025-04-09T10:20:00,353435,1480.89,0.78976095,1522.6107100909092,1460.5546877727274,2025-04-09T11:02:00,353477,1460.5546877727274,-10.0,0
2025-04-09T10:23:00,353438,1477.48,0.7675268,1519.1046410909091,1457.1915132727272,2025-04-09T11:02:00,353477,1457.1915132727272,-10.0,0
2025-04-09T10:24:00,353439,1479.06,0.71992296,1520.7291539999999,1458.749817,2025-04-09T11:02:00,353477,1458.749817,-10.0,0
2025-04-09T10:25:00,353440,1479.73,0.7538391,1521.4180297272728,1459.4106166818183,2025-04-09T11:02:00,353477,1459.4106166818183,-10.0,0
2025-04-09T12:31:00,353566,1441.23,0.6846161,1481.8333797272728,1421.4392916818183,2025-04-09T13:32:00,353627,1481.8333797272728,15.0,1
2025-04-09T12:49:00,353584,1461.68,0.7264012,1502.859512,1441.608476,2025-04-09T16:33:00,353808,1502.859512,15.0,1
2025-04-09T12:51:00,353586,1461.81,0.6901265,1502.9931744545454,1441.7366908636363,2025-04-09T16:33:00,353808,1502.9931744545454,15.0,1
2025-04-09T12:55:00,353590,1464.62,0.7252956,1505.8823398181817,1444.5081044545454,2025-04-09T16:33:00,353808,1505.8823398181817,15.0,1
2025-04-09T12:56:00,353591,1463.59,0.7377695,1504.8233219090907,1443.4922482272727,2025-04-09T16:33:00,353808,1504.8233219090907,15.0,1
2025-04-09T12:59:00,353594,1460.96,0.72403085,1502.1192276363636,1440.898362909091,2025-04-09T16:33:00,353808,1502.1192276363636,15.0,1
2025-04-09T13:00:00,353595,1465.15,0.8244034,1506.4272713636365,1445.030826590909,2025-04-09T16:34:00,353809,1506.4272713636365,15.0,1
2025-04-09T13:01:00,353596,1464.28,0.75015014,1505.5327610909092,1444.1727732727272,2025-04-09T16:33:00,353808,1505.5327610909092,15.0,1
2025-04-09T13:02:00,353597,1462.1,0.7363916,1503.2913445454544,1442.0227086363636,2025-04-09T16:33:00,353808,1503.2913445454544,15.0,1
2025-04-09T13:03:00,353598,1460.49,0.72255087,1501.6359864545454,1440.4348168636363,2025-04-09T16:33:00,353808,1501.6359864545454,15.0,1
2025-04-09T13:06:00,353601,1466.02,0.70605403,1507.3217816363635,1445.888879909091,2025-04-09T16:35:00,353810,1507.3217816363635,15.0,1
2025-04-09T13:28:00,353623,1456.21,0.6861994,1497.2354071818181,1436.2135890454547,2025-04-09T13:51:00,353646,1497.2354071818181,15.0,1
2025-04-09T13:29:00,353624,1457.56,0.7167793,1498.6234403636363,1437.545051090909,2025-04-09T13:51:00,353646,1498.6234403636363,15.0,1
2025-04-09T13:30:00,353625,1462.22,0.84254545,1503.4147252727273,1442.1410608181818,2025-04-09T16:33:00,353808,1503.4147252727273,15.0,1
2025-04-09T13:31:00,353626,1471.51,0.93436646,1512.966449909091,1451.3034922272727,2025-04-09T17:02:00,353837,1512.966449909091,15.0,1
2025-04-09T13:32:00,353627,1485.91,0.9721694,1527.7721371818184,1465.5057540454545,2025-04-09T17:20:00,353855,1527.7721371818184,15.0,1
2025-04-09T13:33:00,353628,1482.73,0.9514805,1524.502547909091,1462.3694212272728,2025-04-09T17:20:00,353855,1524.502547909091,15.0,1
2025-04-09T13:34:00,353629,1473.81,0.96387786,1515.331247181818,1453.5719090454545,2025-04-09T17:02:00,353837,1515.331247181818,15.0,1
2025-04-09T13:35:00,353630,1476.9,0.9480681,1518.508300909091,1456.6194777272729,2025-04-09T17:19:00,353854,1518.508300909091,15.0,1
2025-04-09T13:36:00,353631,1474.05,0.93775845,1515.5780086363636,1453.8086134090909,2025-04-09T17:02:00,353837,1515.5780086363636,15.0,1
2025-04-09T13:37:00,353632,1468.87,0.92643124,1510.2520739090908,1448.6997442272727,2025-04-09T17:02:00,353837,1510.2520739090908,15.0,1
2025-04-09T13:38:00,353633,1479.2,0.90192676,1520.8730981818182,1458.8878945454546,2025-04-09T17:20:00,353855,1520.8730981818182,15.0,1
2025-04-09T13:39:00,353634,1486.91,0.9181803,1528.800309909091,1466.4920222272729,2025-04-09T17:20:00,353855,1528.800309909091,15.0,1
2025-04-09T13:40:00,353635,1485.37,0.88961077,1527.2169239090908,1464.9731692272726,2025-04-09T17:20:00,353855,1527.2169239090908,15.0,1
2025-04-09T13:41:00,353636,1489.32,0.8521348,1531.2782061818182,1468.8689285454545,2025-04-09T14:59:00,353714,1468.8689285454545,-10.0,0
2025-04-09T13:42:00,353637,1482.98,0.86996716,1524.759591090909,1462.6159882727272,2025-04-09T17:20:00,353855,1524.759591090909,15.0,1
2025-04-09T13:43:00,353638,1477.55,0.93871886,1519.176613181818,1457.2605520454545,2025-04-09T17:19:00,353854,1519.176613181818,15.0,1
2025-04-09T13:44:00,353639,1476.16,0.9211521,1517.7474530909092,1455.8896392727274,2025-04-09T17:04:00,353839,1517.7474530909092,15.0,1
2025-04-09T13:45:00,353640,1475.07,0.94113666,1516.6267448181818,1454.8146069545453,2025-04-09T17:04:00,353839,1516.6267448181818,15.0,1
2025-04-09T13:46:00,353641,1475.92,0.91287947,1517.5006916363636,1455.652934909091,2025-04-09T17:04:00,353839,1517.5006916363636,15.0,1
2025-04-09T13:47:00,353642,1475.67,0.90804005,1517.2436484545456,1455.4063678636364,2025-04-09T17:04:00,353839,1517.2436484545456,15.0,1
2025-04-09T13:48:00,353643,1476.85,0.9012821,1518.4568922727271,1456.5701643181817,2025-04-09T17:19:00,353854,1518.4568922727271,15.0,1
2025-04-09T13:49:00,353644,1482.38,0.86739975,1524.1426874545455,1462.0242273636366,2025-04-09T17:20:00,353855,1524.1426874545455,15.0,1
2025-04-09T13:50:00,353645,1485.18,0.83494407,1527.0215710909092,1464.7857782727274,2025-04-09T17:20:00,353855,1527.0215710909092,15.0,1
2025-04-09T13:51:00,353646,1492.87,0.8340133,1534.9282193636363,1472.370180590909,2025-04-09T14:52:00,353707,1472.370180590909,-10.0,0
2025-04-09T13:52:00,353647,1489.99,0.85401565,1531.967081909091,1469.5297282272727,2025-04-09T14:59:00,353714,1469.5297282272727,-10.0,0
2025-04-09T13:53:00,353648,1493.35,0.8221629,1535.4217422727272,1472.8435893181818,2025-04-09T14:52:00,353707,1472.8435893181818,-10.0,0
2025-04-09T13:54:00,353649,1491.36,0.8634078,1533.3756785454545,1470.8809156363636,2025-04-09T14:59:00,353714,1470.8809156363636,-10.0,0
2025-04-09T13:55:00,353650,1489.86,0.8567833,1531.8334194545453,1469.4015133636362,2025-04-09T14:59:00,353714,1469.4015133636362,-10.0,0
2025-04-09T14:55:00,353710,1477.01,0.69305575,1518.621399909091,1456.7279672272728,2025-04-09T17:19:00,353854,1518.621399909091,15.0,1
2025-04-09T14:56:00,353711,1473.23,0.73592645,1514.734907,1452.9998735,2025-04-09T17:02:00,353837,1514.734907,15.0,1
2025-04-09T15:18:00,353733,1486.8,0.6923809,1528.687210909091,1466.3835327272727,2025-04-09T17:20:00,353855,1528.687210909091,15.0,1
2025-04-09T15:21:00,353736,1488.91,0.7232141,1530.8566553636365,1468.464558590909,2025-04-09T17:21:00,353856,1530.8566553636365,15.0,1
2025-04-09T15:22:00,353737,1487.25,0.6991544,1529.1498886363636,1466.8273534090908,2025-04-09T17:20:00,353855,1529.1498886363636,15.0,1
2025-04-09T15:30:00,353745,1492.48,0.69297576,1534.527232,1471.985536,2025-04-09T17:21:00,353856,1534.527232,15.0,1
2025-04-09T15:32:00,353747,1486.88,0.7057773,1528.7694647272729,1466.4624341818183,2025-04-09T17:20:00,353855,1528.7694647272729,15.0,1
2025-04-09T15:33:00,353748,1485.06,0.7047853,1526.8981903636363,1464.667426090909,2025-04-09T17:20:00,353855,1526.8981903636363,15.0,1
2025-04-09T15:47:00,353762,1488.11,0.78973514,1530.0341171818181,1467.6755440454544,2025-04-09T17:21:00,353856,1530.0341171818181,15.0,1
2025-04-09T15:48:00,353763,1494.91,0.8004064,1537.0256917272727,1474.3821676818184,2025-04-09T17:21:00,353856,1537.0256917272727,15.0,1
2025-04-09T15:49:00,353764,1491.52,0.82135636,1533.5401861818182,1471.0387185454545,2025-04-09T17:21:00,353856,1533.5401861818182,15.0,1
2025-04-09T15:50:00,353765,1494.14,0.7923554,1536.2339987272728,1473.6227411818184,2025-04-09T17:21:00,353856,1536.2339987272728,15.0,1
2025-04-09T15:51:00,353766,1492.3,0.8025679,1534.3421609090908,1471.8080077272728,2025-04-09T17:21:00,353856,1534.3421609090908,15.0,1
